Timestamp,Județ,Cerere validată?,Apă (nr sticle 0.5l),Săpun lichid (l),Detergent (l),Măști P1,Măști FFP2,Măști FFP3,Măști de bumbac,Halate,Mănuși latex scurte,Mănuși latex lungi,Mănuși nitril scurte,Mănuși nitril lungi,Mănuși sterile scurte,Mănuși sterile lungi,Dezinfectant mâini (l),Dezinfectant suprafețe (l),Mâncare (una pe rând),Altele (una pe rând),Care sunt nevoile pe care le aveți?,Timestamp,Ce tip de unitate reprezinți?,Pe cine reprezinți?,Adresa după id,Adresa scrisă de mână,Adresa unității
3/18/2020 23:22:49,Dolj,da,,,,100.0,,10.0,,200.0,500.0,,,,,,3.0,,,sapun antiseptic,"Măști N95,dezinfectant gel mâini,halate de unică folosință ,flacoane dezinfectant mâini pacienți,pers.medical,sapun sntiseptic",3/18/2020 23:22:49,medic de familie,,,,
3/18/2020 23:30:49,București,da,,,,100.0,5.0,5.0,,10.0,,100.0,,,,,5.0,10.0,," 1 termometru tip pistol
10 perechi botosi sterili
","10 l dezinfectanti suprafete, 10 masti ffp3/ ffp2, 100 manusi latex, 5 sticle dezinfectant maini, 1 termometru tip pistol",3/18/2020 23:30:49,medic de familie,,,,
3/18/2020 23:31:36,Ilfov,da,,,,,10.0,,,10.0,,20.0,,,,,5.0,10.0,,"2 termometre pistol 
","Masti,manusi,halate termometre pistol dezinfectanti",3/18/2020 23:31:36,medic de familie,,,,
3/18/2020 23:32:22,Cluj,da,,,,200.0,,,,20.0,200.0,,,,,,2.0,,,3 viziere,"Masti ,manusi , viziere, gel dezinfectant , halate de unica folosinta ",3/18/2020 23:32:22,medic de familie,,,"Cluj Napoca, STR. BAITA NR.9","Cluj Napoca, STR. BAITA NR.9"
3/18/2020 23:33:18,Constanța,da,,6.0,,200.0,,,,,,,40.0,,,,7.0,10.0,,"10 Acoperitori pantofi tip cizmă
2 Termometru tip pistol pt.frunte
1 Tensiometru automat
1 Pulsoximetru
1 Lampa UV mobila
2 Viziere
3 role hartie lata 
","4 Flacoane dezinfectant mâini pacienți si personal medical
10Acoperitori pantofi tip cizmă
2 Termometru tip pistol pt.frunte
1 Tensiometru automat
1 Pulsoximetru
1 Lampa UV mobila
2 Vizite
40 Mănuși nitril fara pudră
200 măști 
10 litri Dezinfectant pt.suprafete
6 litri săpun lichid
3 role hartie
",3/18/2020 23:33:18,medic de familie,,,,
3/18/2020 23:33:19,Constanța,da,,,,,,3.0,,30.0,,,,,,,5.0,,,"3 viziere sterilizabile, 
1 lampa uv mobila, ","3 măşti FFP3,  halate de unica folosință, 3 viziere sterilizabile, 1 lampa uv mobila, 1 flacon dezinfectant mâini ptr personal si pacienti",3/18/2020 23:33:19,medic de familie,,,,
3/18/2020 23:36:17,Constanța,da,,,,,,40.0,,30.0,,,,50.0,,,5.0,10.0,,"1 lămpi uv mobile, 
o viziera, 
1 pulsoximetru, 
","2 lămpi uv mobile, măști FFP3 sau N95, o viziera, 1 pulsoximetru, mănuși de protecție cu manseta lunga, dezinfectant de mâini pentru medic și pacienți. Halate de unică folosinta",3/18/2020 23:36:17,medic de familie,,,,
3/18/2020 23:36:34,Timiș,,,,,,,,,,,,,,,,,,,"viziere, ","Masti FFP3 , viziere, solutie dezinfectanta",3/18/2020 23:36:34,medic de familie,,,,
3/18/2020 23:37:34,Argeș,da,,3.0,,100.0,,,,,,200.0,,,,,2.0,5.0,,"
2 l spirt,","Săpun antiseptic, spirt,măști, mănuși, dezinfectant mâini ,dezinfectant suprafețe ",3/18/2020 23:37:34,medic de familie,,,,
3/18/2020 23:38:29,Prahova,da,,,,100.0,,,,120.0,,200.0,,,,,5.0,10.0,,"
pulsiximetru,
termometru,
2 vizitare sterilizabile,
50 acoperirii pantofi,
2 lămpi uv","măști,mănuși M,halate unică folosința,dezinfectant gel mâini,pulsiximetru,termometru,vizitare sterilizabile,acoperirii pantofi,dezinfectant mâini,lămpi uv,manusi",3/18/2020 23:38:29,medic de familie,,,,
3/18/2020 23:46:43,Bihor,rezolvat,,,,,,,,,,,,,,,,,,"5 l clor , 
5 l detergent lichid pt spălare echipament, 
50 măști FFP 3,
300 măști N 95 , 
200 mănuși latex , 
5 sticle dezinfectant mâini , 
20 halate unică folosință ,
2 ochelari protecție ","5 l clor , 5 l detergent lichid pt spălare echipament, 50 măști FFP 3,300 măști N 95 , 200 mănuși latex , 5 sticle dezinfectant mâini , 20 halate unică folosință ,2 ochelari protecție ",3/18/2020 23:46:43,medic de familie,,,,
3/18/2020 23:47:04,Neamț,da,,5.0,,,,60.0,,30.0,,,,100.0,,,5.0,20.0,," 20 lavete dezinfectante 
1 lampa uv 
5 l sapun antiseptic 
1 tensiometru automat,
2 termometre automate tip pistol,   
2 combinezoane de prot biologica cat 3 , 
10 combinezoane de unica fol cu maneca lunga
50 botosei
12 ochelari de protectie, 
10 flacoane dezinfectante,  
3 tuburi dezinfectant aeromicro flora, 
10 l clor, 
5 role hartie, 
20 lenjerie pat unica folosinta","Halate unica fol 30, masti ffp3  60 ,  lavete dezinfectante 30, sapun lichid,amnios gel maini 5, lampa uv 1 , sapun antiseptic 5, 2 cutii manusi nitril M , 1 tensiometru automat,2 termometre automate tip pistol,   2 combinezoane de prot biologica cat 3 , 10 combinezoane de unica fol cu maneca lunga si botosei, 12 ochelari de protectie, 10 flacoane dezinfectante, 20 l dezinfectant suprafete, dezinfectant aeromicro flora, 10 l clor, 5role hartie, 20 lenj pat unica fol, gel dezinf pt maini, ",3/18/2020 23:47:04,medic de familie,,,,
3/18/2020 23:47:31,Dolj,da,,,,100.0,20.0,30.0,,,,,,,,,,,,"20 masti N95
3 viziere sterilizabile
2 termometre stil pistol pentru frunte
2 combinezoane de protectie biologica
2 combinezon unica folosinta cu maneca lunga si gluga
50 botosei
5 ochelari protectie,
2 ochelari etansi de protectie
50 acoperitori tip cizma","30 masti FFP3,20 masti FFP2,20 masti N95,3 viziere sterilizabile,2 termometre stil pistol pentru frunte,2 combinezoane de protectie biologica,2 combinezon unica folosinta cu maneca lunga,gluga si botosei,masti si ochelari protectie,2 ochelari etansi de protectie,50 acoperitori tip cizma.",3/18/2020 23:47:31,spital orășenesc de stat,"Medic rezident al Spitalului Municipal Filantropia,Craiova,sectia obstetrica ginecologie I",,,
3/18/2020 23:49:31,Brașov,da,,,,,2.0,,,10.0,,,,,,,2.0,,,"2l clor, 
2l sapun antiseptic,
","2l clor, 2l sapun antiseptic, 2 masti ffp2,2 sticle dezinfectant gel maini, 10halate unica folosinta",3/18/2020 23:49:31,spital privat,Medicorina SRL,,,
3/18/2020 23:55:40,Brăila,,,,,,,,,,,,,,,,,,,"5 litri dezinfectante suprafețe,
10 halate unică folosință, 
10 flacoane dezinfectanti mâini, 
1 termometru stil pistol,
3 ochelari de protecție, 
5 măști FFP2, 
10 perechi mănuși nitril","5 litri dezinfectante suprafețe,10 halate unică folosință, 10 flacoane dezinfectanti mâini, 1 termometru stil pistol,3 ochelari de protecție, 5 măști FFP2, 10 perechi mănuși nitril",3/18/2020 23:55:40,spital privat,Ioniță Medical Clinic SRL ,,,
3/18/2020 23:58:29,Ilfov,da,,,,,300.0,,,,,,,,,,15.0,,," sau macar masti N95
","Masti FFP2 sau macar N95, 300. Dezinfectant de maini pe baza de alcool. Suntem dispusi sa le cumparam doar ca nu le gasim in sursele obisnuite.",3/18/2020 23:58:29,medic de familie,,,,
3/19/2020 0:00:24,Gorj,da,,,,150.0,,,,,100.0,,,,,,5.0,5.0,,"2 pulverizatoare dezinfectanti aer,
","Dezinfectanti maini,aer,suprafete,materiale de protectie-manusi,masti chirurgicale.",3/19/2020 0:00:24,spital privat,Sc.Calota Med Srl,,,
3/19/2020 0:07:14,Brașov,da,,,,,50.0,50.0,,,,,,,,,10.0,10.0,,"5 viziere sterilizabile, 
20l săpun antiseptic 
1 lampa uv mobila,
 2 tensiometru automat, 
1 termometru frunte tip pistol, 
3 combinezon xl 
","Măști FFP3 50, MASTI FFP2 50, 5 viziere sterilizabile, săpun antiseptic 20l, 10l dezinfectant pentru suprafețe, o lampa uv mobila, 2 tensiometru automat, un termometru frunte tip pistol, 3 combinezon xl 10 l dezinfectant maini",3/19/2020 0:07:14,medic de familie,,,,
3/19/2020 0:31:41,Iași,da,,,,,,,,,,,,,,,,,,2 masti N95,"Buna seara! Nu reprezint o unitate spitaliceasca dar imi incerc norocul. Sunt medic rezident si urmeaza sa fiu trimis undeva...nu stiu inca unde, pentru triaj/ambulanta. Momentan lucrez la Sf. Spiridon Iasi. Clinica noastra nu ne da nici macar masti chirurgicale.
As dori daca se poate sa ma ajutati cu una sau doua masti N95, pentru a ma putea proteja pentru cele ce urmeaza.
Daca se poate.
Multumesc!",3/19/2020 0:31:41,,,,,
3/19/2020 0:48:18,Prahova,da,,,,200.0,5.0,,,20.0,,,,,,,,10.0,,5l dezinfectant tegumente,dezinfectanti tegumente suprafete aeromicroflora halate de unica folosinta masti,3/19/2020 0:48:18,medic de familie,,,,
3/19/2020 0:58:01,Constanța,da,,,,,,12.0,,30.0,,50.0,,,,,2.0,5.0,,"teste rapide 
4 ochelari de protectie, 
lampa germicida pentru dezinfectarea cabinetului .","Testare periodică, dezafectate , măști, mănuși, halate de unică folosință, ochelari de protectie, lampa germicida pentru dezinfectarea cabinetului .",3/19/2020 0:58:01,medic de familie,,,,
3/19/2020 1:40:57,Vaslui,da,,2.0,,100.0,,5.0,,20.0,,,,,,,5.0,5.0,,"4 ochelari de protectie 
",Masti. dezonfectante maini .suprafete. halate unica folosinta .ochelar de protectie sapun antiinfectie,3/19/2020 1:40:57,medic de familie,,,,
3/19/2020 1:56:25,Constanța,da,,,,200.0,,,,100.0,,100.0,,,,,5.0,5.0,,"100 acoperitori pantofi lungi 
2 viziere 
2 tuburi dezinfectant aer","In momentul de fata, cea mai mare nevoie o avem de halate de unica folosinta, masti, manusi lungi, acoperitori pantofi, viziere si dezinfectante maini, dezinfectant pt incaperi",3/19/2020 1:56:25,medic de familie,,,,
3/19/2020 1:56:16,Teleorman,da,,20.0,,100.0,,,,50.0,,200.0,,,,,5.0,20.0,,"20l clor
20 buc sapun antiseptic 
20 role hirtie igienica,
20l spirt
20 lavete dezinfectante fara alcool,
dezinfectante pt microflora, 
5l lichid pt spălare echipament,
lavete uscate pt curățare,
20 pachete servetele virusocide,
1 pulsoximetru,
2 tensiometre automate,
10 termometre,
3 combinezoane de protectie biologică, 
cearsafuri de unica folosință, 
1 lampa Uv mobila","20 litri celor,20sapun antiseptic,20sapunlichid,20rolehirtieigienica,20litrispirt,,20lavetedezinfectante fara alcool,20ldezinfectant pt suprafețe,10st dezinfectante pt mîini,dezinfectante pt microflora, 5l lichid pt spălare echipament,lavete uscate pt curățare,100mastichirurgicale ,200manusi de unica folosință,50halate unica folosință,20pacheteservetele virusocide,1pulsoximetru,2tensiometreautomate,10termometre,3combinezoane de protectie biologică, cearsafuri de unica folosință, 10flacoane dezinfectante pt miini 1lampa Uv mobila",3/19/2020 1:56:16,medic de familie,,,,
3/19/2020 2:07:44,Prahova,da,,,,,30.0,20.0,,50.0,,,,,,,5.0,20.0,,"Medicale:
2 lămpi uv mobile;
2 termometre stil pistol pentru frunte. 
Non-medicale:
10L clor;
5L spirt;
5L sapun antiseptic;
20 lenjerii de pat de unica folosință","Medicale:
2 lămpi uv mobile;
50 halate de unica folosinta;
50 măști ffp2/3;
5 flacoane dezinfectant maini;
2 termometre stil pistol pentru frunte. 
Non-medicale:
10L clor;
5L spirt;
5L sapun antiseptic;
20L dezinfectant de suprafețe;
20 lenjerii de pat de unica folosință",3/19/2020 2:07:44,medic de familie,,,,
3/19/2020 2:15:25,Prahova,da,,,,,,,,,,100.0,,,,,5.0,5.0,,"2l Clor, 
2l spirt, 
5 role hârtie pentru maini
10 buc lenjerie pat, 
1 termometru, 
","Clor, spirt, role hârtie, lenjerie pat, dezinfectant suprafețe, termometru, dezinfectant maini",3/19/2020 2:15:25,medic de familie,,,,
3/19/2020 2:19:57,București,da,,,,,10.0,,,50.0,,,200.0,,,,5.0,,,1 lampa uv fixa,"10 măști FFP3 sau FFP2 sau N95, 200 manusi nitril marimea M, 1 lampa UV fixa, 5 sticle dezinfectant gel maini Aniosgel 800 1L (sau orice alt dezinfectant maini >60% alcool cu pompita lunga, pentru pacienti), 50 halate unica utilizare (ca cele pentru vizitatori in spitale)",3/19/2020 2:19:57,medic de familie,,,,
3/19/2020 2:29:37,Prahova,da,,,,500.0,,,,,,,,,,,400.0,10.0,,"1 lampa uv mobila
 2 viziere resterilizabile
1 pulsoximetru
 2 tensiometre automate
10 combinezoane de unica folosinta cu maneca lunga si gluga
 botosi
 ochelari de protectie","1 LAMPA UV MOBILA, 2 VIZIERE STERILIZABILE, 1 PILSOXIMETRU2 TENSIOMETRE AUTOMATE, 10 COMBINEZOANE UNICA FOLOSINTA CU MANECA LUNGA SI GLUGA, BOTOSEI, MASTI SI OCHELARI DE PROTECTIE MARIMEA XL, 30 FLACOANE DEZINFECTANT MAINI PACIENTI SI PERSONAL MEDICAL, 10 STICLE DEZINFECTANT MAINI ANIOS 1L, 10L DEZINFECTANT SUPRAFETE, 10 L DEZINFECTA AEROMICROFLORA, 500 MASTI CHIRURGICALE",3/19/2020 2:29:37,medic de familie,,,,
3/19/2020 3:18:52,Constanța,da,,10.0,,,100.0,,,100.0,100.0,,,,,,20.0,20.0,,100 role hartie,Masti cu filtru.halate.manusi.role hartie.biocid.sapun lichid,3/19/2020 3:18:52,medic de familie,,,,
3/19/2020 4:16:06,Cluj,da,,,,10000.0,5000.0,,,,50000.0,,,,,,500.0,1300.0,,"halate impermeabile
ochelari de protectie
botosei tip cizma
bonete tip cagula
seringi diferite marimi
truse de perfuzie
truse de transfuzie
teste rapide determinare covid
10000 buc hartie prosop
2*ventilator non-invaziv/invaziv stationar
","Măști faciale în 3 straturi - 10.000 buc
Măști FFP2 sau FFP3 - 5.000 buc
Halate impermeabile - 30.000 buc
Ochelari de protecție - 500 buc
Botoșei tip cizmă - 10.000 buc
Bonete tip cagulă - 20.000 buc
Mănuși de unică folosință - 50.000 buc
Seringi diferite mărimi - 20.000 buc
Truse de perfuzie - 3000 buc
Truse de transfuzie - 3000 buc
Teste rapide pentru determinare COVID-19 - 500 buc
Dezinfectant Desderman - 500 flacoane
Dezinfectant Microzid - 500 flacoane
Dezinfectant Jaclor - 500 cutii
Dezinfectant Perform - 300 flacoane
Hârtie prosop - 10.000 buc

De asemenea, ne-ar ajuta foarte mult dotarea cu următoarea aparatură medicală:
Ventilator non-invaziv/invaziv staționar - 2 buc""",3/19/2020 4:16:06,alt fel de spital de stat (maternitate; cu o anumită specializare; etc),Institutul Inimii de Urgenţă pentru Boli Cardiovasculare “Niculae Stăncioiu”,"Calea Moților 19-21, Cluj-Napoca 400001, Romania",,"Calea Moților 19-21, Cluj-Napoca 400001, Romania"
3/19/2020 4:19:15,Constanța,da,,,,,5.0,,,20.0,,,,,,5.0,4.0,10.0,,"4 viziere
1 lampa uv
10 pachete servetele virusolve,
4 ochelari de protectie etansi
100 botosi
","5 masti ffp2,20halate de unica folosinta,4 viziere,1lampauv,10 sticle dezinfectant anios,10pachete servetele virusolve,4 ochelari de protectie etansi,manusi lungi,acoperitori pantofi,dezinfectante maini",3/19/2020 4:19:15,medic de familie,,,,
3/19/2020 4:58:35,Suceava,da,,,,100.0,,20.0,,200.0,,,,,,,1.0,,,"30 ochelari/viziere
20 combinezoane cu maneca lunga si botosei si gluga marimea L
15 combinezoane cu maneca lunga si botosei si gluga marimea XL
1 L solutie purificare aer
1 lampa uv portabila
","30 măști ,30 OCHELARI /VIZIERE, 20 combinezoane cu mânecă lunga și botosei și gluga mărimea L și 15 mărimea XL , 1l soluție purificare aer, 1lampa uv portabila, 1sticla gel dezinfectant pt. maini, ",3/19/2020 4:58:35,medic de familie,,,,
3/19/2020 5:53:44,Prahova,da,,,,500.0,,,,100.0,500.0,,,,,,10.0,50.0,,"1 lampa uv portabila
50 ochelari/viziere
50 botosi
1 pulsoximetru
1 termometru digital

",Medicale.  Ar fi necesare,3/19/2020 5:53:44,medic de familie,,,,
3/19/2020 6:03:17,Sălaj,da,,,,500.0,,,,100.0,500.0,,,,,,10.0,10.0,,"2 echipamente de protectie (combinezoane)
1 lampa uv mobila
1 tensiometru automat
5 termometre
2 ochelari de protectie
5 pachete lavete dezinfectante","Dezinfectante pentru suprafete si pentru tegumente, masti, manusi, echipamente de protectie, halate de unica folosinta, lampa UV mobila, tensiometru automat, termometre, ochelari de protectie, lavete dezinfectante",3/19/2020 6:03:17,,,,,
3/19/2020 6:09:22,Bihor,da,,,,200.0,,,,60.0,200.0,,,,,,5.0,5.0,,"1 lampa uv mobila
1 termometru stil pistol
120 botosi
20 viziere sterilizabile
","Masti.manusi marime L,dazinfectant suprafete,maini,clor,lampa de sterilizare uv,termometre stil pistol,acopertori pantofi,20 viziere sterilizabile,combinezoane say halate de unica folosinta60",3/19/2020 6:09:22,medic de familie,,,,
3/19/2020 6:14:19,Vâlcea,da,,10.0,,,20.0,,,200.0,1000.0,,,,,,100.0,20.0,,"100 l clor
100 role hartie
50l spirt
1 lampa uv mobila
3 viziere resterilizabie
1 termometru stil pistol
",100l clor 100role hârtie 50l spirt 10l săpun antiseptic 20 masti ffp2 200 halate unica folosință 1lampa uv mobila 3vizieresteriz 1termometru stil pistol pt frunte 100 flac dezinf mâini ,3/19/2020 6:14:19,medic de familie,,,,
3/19/2020 6:16:27,București,da,,5.0,,200.0,,,,100.0,200.0,,,,,,5.0,5.0,,"2 ochelari protectie
2 combinezoane","Masti,ochelari protectie,halate de protectie",3/19/2020 6:16:27,medic de familie,,,,
3/19/2020 6:24:29,Bacău,da,200.0,80.0,,500.0,200.0,200.0,,500.0,1000.0,200.0,,1000.0,,,50.0,50.0,,"200 MASTI N 95
100 OCHELARI ETANSI DE PROTECTIE
100 VIZIERE STERILIZABILE
4 LAMPI UV MOBILE
6 TERMOMETRE PISTOL FRUNTE
100 COMBINEZOANE UNICA FOLOSINTA  MANECA LUNGA , GLUGA BOTOSEI, MANUSI.MARIMI MARI
200 Acoperitori pantofi tip cizma
150 TESTE PT. COVID 
150 TESTE PT GRIPA","MASTI FFPP3
MASTI FFPP2
MASTI N 95
MANUSI LATEX
HALATE DE UNICA FOLOSINTS
OCHELARI ETANSI DE PROTECTIE
VIZIERE STERILIZABILE
LAMPI UV MOBILE
GEL DEZINFECTANT
TERMOMETRE PISTOL FRUNTE
COMBINEZOANE UNICA FOLOSINTA  MANECA LUNGA , GLUGA BOTOSEI, MANUSI.MARIMI MARI(permit mai usor libertatea de miscare la pacient)
Manusi pr risc biologic ( lungi)
Acoperitori pantofi tip cizma
TESTE PT. COVID SI TESTE PT GRIPA
Si orice alte materiale de dezinfectie nemedicale
Mentionez ca suntem spital de suport pt Covid'19 in jud. Bacau.
Spitalul a cumparat de 3 miliarde(vechi).dar totul se epuizeaza rapid.
Avem si sectie de boli infectioase in care avem deja pacienti cu simptomatologie de infectare la care asteptam rezultate la teste.
SPITALUL SI PERSONALUL NU STA DEGEABA CI AU FACUT DONATII SI au cumparat dezinfectanti, manusi, halate din banii personali (unii) pt a ne putea desfasura activitatea.

",3/19/2020 6:24:29,spital orășenesc de stat,Spital orășenesc prof. Dr.Eduard Apetrei Buhusi jud. Bacau,,,
3/19/2020 6:34:27,Hunedoara,da,,5.0,,200.0,,,,200.0,200.0,,,,,,3.0,10.0,,"2 viziere
1 lampa uv mobila
20 teste rapide
1 termometru pistol pentru frunte","Dezinfectante mâini, suprafețe,aeroflora, mănuși de protecție nitril, măști ffp3 si n95, viziere,,halate unica folosință, lampă uv, teste rapide,termometru special frunte",3/19/2020 6:34:27,medic de familie,,,,
3/19/2020 6:42:09,Sălaj,da,500.0,100.0,,1000.0,500.0,500.0,,1000.0,1000.0,,,,,,200.0,400.0,,"20 viziere sterilizabile
10combinezoane de protectie","500 masti FF3,  20 viziere sterilizabile, 10 comvinezoane de protectie ",3/19/2020 6:42:09,spital judetean de stat,Spitalul Judetean de Urgență Zalau,,,
3/19/2020 6:45:53,Vrancea,da,,10.0,,100.0,,,,50.0,,,500.0,,,,60.0,20.0,,"20 role hartie
5l spirt
50 pac servetele dezinfectante 
50 ochelari protectie","10 l săpun antiseptic,20 role hârtie, 5l spirt,20l dezinfectant pt suprafețe ,100masti,500 mănuși nitel fără pudra M,10sticle dezinfectant mâini gel anios 1l,50 pachete servetele Virușilor,50 flacoane dezinfectant mâine pt pacienți și personal medical",3/19/2020 6:45:53,alt fel de spital de stat (maternitate; cu o anumită specializare; etc),CENTRUL DE PERMANENTA MARASESTI,,,
3/19/2020 6:54:31,Giurgiu,da,,5.0,,200.0,,6.0,,,200.0,,,,,,15.0,5.0,,"5 l clor
3 acoperitori pantofi tip cizma
3 ochelari protectie
1 kit impotriva riscurilor biologice
2 combinezoane cu maneca lunga,gluga si botosi
10 manusi protectie risc biologic cu manseta lunga

","Clor-5 l, sapun antiseptic 5 l, sapun lichid 5 l,spirt-5 l,dezinfectant suprafete 5 l, gel dezinfectant de maini Anios 5l, 10 sticle dezinfectant maini pacienti si personal,3 acoperitori pantofi tip cizma,3 ochelari de peotectie,200 manusi latex mar M,1 kit complet impotriva riscutilor biologice, cat III,2 combinezon de protectie biologica III,3 combinezon unica folosinta cu maneca lunga si gluga si botosei, masti si ochelari  L, 10 manuside protectie risc biologic cu manseta lunga,6 masti FFP 3",3/19/2020 6:54:31,alt fel de spital de stat (maternitate; cu o anumită specializare; etc),Centrul de Permanenta Floresti,,,
3/19/2020 6:58:04,Iași,da,,2.0,,100.0,,,,200.0,100.0,,,,,,2.0,5.0,,5 l clor,"1 lampa ultraviolete mobila, 5 l clor, 1cutie mănuși latex mărimea M, 2 l dezinfectant mâini pentru personal medical , 5 l dezinfectant suprafețe, 2 l săpun antiseptic, 2 cutii măști chirurgicale. ",3/19/2020 6:58:04,medic de familie,,,,
3/19/2020 7:05:26,Suceava,da,100.0,5.0,,,,30.0,,200.0,1000.0,,,,,,20.0,5.0,,"2 lampi uv
4 viziere
4 ochelari etans
200 botosi
4 combinezoane etanse
20 teste rapide depistare


","30 masti ffp3, 1000manusi latex S,2 lămpi uv mobile, 200 halate de unica folosință, 4 vizite, 4 ochelari etansi,  200 acoperitori pantofi, 20 flacoane dezinfectanti pt mîini, 4 combinezoane etanse m....Va rog e urgent",3/19/2020 7:05:26,medic de familie,,,,
3/19/2020 7:05:30,Hunedoara,da,,,,500.0,20.0,,,100.0,300.0,,,,,,7.0,2.0,,"20 acoperitori pantofi tip cizma
10 combinezoane de unica folosinta cu accesorii
100tb. cloramina/ 5l clor
5l spirt","500 masti
20 masti ffp2
2 litri dezinfectant maini pe baza de alcool
5 flacoane dezinfectant maini pt. pacienti
20 acoperitori pantofi tip cizma
100 halate de unica folosinta
1o combinezoane de unica folosinta cu accesorii
2 l.dezinfectant suprafete
1oo tb clor sau 5 l clor
5 l spirt",3/19/2020 7:05:30,medic de familie,,,,
3/19/2020 7:05:34,Bihor,da,,,,,,,,400.0,300.0,,,,,,10.0,3.0,,"50 l clor
1 lampa uv mobila 
200 pachete servetele virosolve
4 viziere sterilizabile
","50 litri clor, 300 manusi latex 400 halate de unica folosinta o lampa un mobila. 200 pachete șervețele virosolve, 4 viziere sterilizabile  10 flacoane dezinfectant de maini.",3/19/2020 7:05:34,medic de familie,,,,
3/19/2020 7:06:06,Cluj,da,,,,50.0,,,,10.0,,,,,,,10.0,5.0,,"4 ochelari etansi de protectie
2 viziere resterilizabile
1 termometru stil pistol pentru frunte
lavete dezinfectante fara alcool pentru suprafete
","Dezinfectant pentru suprafețe
Halate de unică folosință
Măști
Ochelari etanși de protecție
Termometru stil pistol pentru frunte
Lavete dezinfectante fără alcool pentru curățat suprafețe
Dezinfectant mâini pentru pacienți și personal ",3/19/2020 7:06:06,medic de familie,,,"Comuna Cuzdrioara, STR. M. EMINESCU NR.107","Comuna Cuzdrioara, STR. M. EMINESCU NR.107"
3/19/2020 7:06:50,Mureș,,,,,,,,,,,,,,,,,,,,"Medicale masti, dezinfectant suprafețe, dezinfectant miini, halat de protecție, lampa ultraviolete. Mănuși. ",3/19/2020 7:06:50,medic de familie,,,,
3/19/2020 7:07:25,Constanța,da,,,,200.0,,10.0,,,100.0,,,,,,3.0,5.0,,"2 viziere
20 combinezoane
40 acoperitori tip cizma
1 termometru stil pistol
1 lampa uv","Masti ffp3 sau masti,visiere,combinezoane ,manusi,dezinfectanti ,acoperitori tip cizma termometru stil pistol,lampa uv",3/19/2020 7:07:25,medic de familie,,,,
3/19/2020 7:10:50,Ilfov,,,,,,,,,,,,,,,,,,,,"Materiale de protecție(măști,halate ,manusi),produse dezinfectante mâini și suprafețe! ",3/19/2020 7:10:50,medic de familie,,,,
3/19/2020 7:12:08,Tulcea,da,,4.0,,100.0,10.0,,,100.0,300.0,,,,,,5.0,5.0,,"3 viziere
6 pachete servetele virosolve
4 ochelari protectie etans
3 combinezoane protectie","Masti, halate unica folosinta, viziere, pachet servetele, ochelari etansi protectie, flacon dezinfectant maini, combinezon protectie",3/19/2020 7:12:08,,,,,
3/19/2020 7:14:48,Timiș,da,,2.0,,300.0,60.0,60.0,,10.0,100.0,,,,,,60.0,10.0,,"10 l clor
3 l sapun antiseptic
30 role hartie
10 l spirt
50 lavete dezinfectante fara alcool
dezinfectant aeromicroflora
30 lavete uscate
4 viziere sterilizabile
60 masti N95
100 pachete servetele virusolve
1 pulsoximetru
1 tensiometru automat
2 termometre pistol
10 ochelari protectie etans
100 acoperitori pantofi tip cizma


","10 LITRI CLOR
3 L SAPUN ANTISEPTIC
2 L SAPUN LUCHID OBISNUIT
30 ROLE HARTIE
10 L SPIRT
50 LAVETE DEZINFECTANTE FARA ALCOOL
10 LITRI DEZINFECTNTI PENTRU SUPRAFETE
DESINFECTANT PENTRU AEROMICROFLORA
30 LAVETE USCATE
CATE 60 MASTI FFP3,FFP2,N95
100 MANUSI FARA TALC MARIME XL
100 PERECHI MANUSI FARA TALC MARUMEA S
10 HALATE UNICA FOLOSINTA
4 VIZIERE STERILIZABILE
10 STICLE DESINFECTANT MAINI
100 PACHETE SERVETELE VIRUSOLVBE
1 PULSOXIMETRU
1 TENSIOMETRU AUTOMAT
2 TERMOMETRE PISTOL
10 OCHELARI PROTECTIE ETANSI
100 ACOPERITORI PANTOFI TIP CIZMA
50 FLACOANE DEZINFECTANT MAINI
",3/19/2020 7:14:48,medic de familie,,,,
3/19/2020 7:22:39,Bacău,da,,2.0,,300.0,,,40.0,50.0,300.0,,300.0,,,,3.0,3.0,,3 dezinfectant aeromicroflora,"dezinfectant pentru suprafețe, dezinfectant pentru aeromicroflora, mănuși, dezinfectant gel mâini, mănuși fără pudra",3/19/2020 7:22:39,medic de familie,,,,
3/19/2020 7:24:53,București,,,,,,,100.0,,100.0,200.0,,,,,,,,,"200 masti N 95
1 l sapun antiseptic
5 l clor
5 l spirt","100 halate unica folosință 
200 măști N95
100 măști FFP3
200 mănuși unica folosință 
1 l săpun antiseptic 
5 l clor
5 l spirt ",3/19/2020 7:24:53,medic de familie,,,,
3/19/2020 7:26:27,București,da,,2.0,,50.0,,,50.0,10.0,,,100.0,,,,2.0,,,"10 role hartie
1 dezinfectant aeromicroflora
2 viziere sterilizabile
2 perechi ochelari","2 l săpun lichid obisnuit,10 role hartie, dezinfectanti microaeroflora, 100  mănuși nitril, 2 viziere sterilizabile, 2 perechi de ochelari, 2 flacoane dezinfectanti mâini, 10 halate unică folosință.",3/19/2020 7:26:27,medic de familie,,,,
